Dlugosc_kroku,Lp,x1_0,x2_0,SD_x1,SD_x2,SD_y,SD_f_calls,SD_g_calls,SD_Globalne,CG_x1,CG_x2,CG_y,CG_f_calls,CG_g_calls,CG_Globalne,Newt_x1,Newt_x2,Newt_y,Newt_f_calls,Newt_g_calls,Newt_H_calls,Newt_Globalne
0.250000,59,1.47403,0.245989,1.70281,-0.776197,0.31505,37,36,NIE,1.74755,-0.873834,0.298638,37,36,NIE,9.35905e-06,2.65641e-05,1.12945e-09,37,36,36,TAK
0.250000,60,1.41663,0.517131,1.49552,-0.862189,0.539378,38,37,NIE,-nan,-nan,-nan,38,37,NIE,1.07055,-0.535244,0.877362,38,37,37,NIE
0.250000,61,1.86027,0.730162,4.10682e-06,-9.91474e-06,9.1316e-11,39,38,TAK,-nan,-nan,-nan,39,38,NIE,1.74756,-0.873748,0.298638,39,38,38,NIE
0.250000,62,-1.72622,1.25914,-1.74013,0.788076,0.305677,34,33,NIE,-nan,-nan,-nan,34,33,NIE,-1.74755,0.873805,0.298638,34,33,33,NIE
0.250000,63,0.513089,-0.484883,4.30214e-06,-1.03863e-05,1.00209e-10,32,31,TAK,-2.42196e-06,3.57996e-06,1.58774e-11,32,31,TAK,-1.47691e-05,-2.31983e-05,1.31703e-09,32,31,31,TAK
0.250000,64,1.11462,1.17764,3.80705e-06,-9.19104e-06,7.84717e-11,40,39,TAK,1.98518e-06,-3.01335e-06,1.09801e-11,40,39,TAK,1.07054,-0.535248,0.877362,40,39,39,NIE
0.250000,65,-0.606042,0.681286,-3.70721e-06,8.94999e-06,7.44096e-11,36,35,TAK,-2.24185e-06,2.93624e-06,1.20907e-11,36,35,TAK,-1.07055,0.535293,0.877362,36,35,35,NIE
0.250000,66,-0.569778,1.62644,-4.66376e-06,1.12593e-05,1.17763e-10,63,62,TAK,2.38277e-06,-4.42575e-06,2.03969e-11,63,62,TAK,-1.74758,0.873788,0.298638,63,62,62,NIE
0.250000,67,0.930349,1.39134,-4.4535e-06,1.07517e-05,1.07384e-10,40,39,TAK,-4.05501e-08,-2.24645e-06,5.14093e-12,40,39,TAK,1.07054,-0.535245,0.877362,40,39,39,NIE
0.250000,68,-1.07935,1.48006,-1.61817,0.773811,0.376569,38,37,NIE,-nan,-nan,-nan,38,37,NIE,-1.07054,0.535294,0.877362,38,37,37,NIE
0.250000,69,1.11739,0.176072,4.05491e-06,-9.78943e-06,8.90223e-11,37,36,TAK,nan,nan,nan,37,36,NIE,1.07054,-0.535249,0.877362,37,36,36,NIE
0.250000,70,1.65356,1.92701,3.64305e-06,-8.79509e-06,7.18562e-11,41,40,TAK,nan,nan,nan,41,40,NIE,1.74755,-0.873748,0.298638,41,40,40,NIE
0.250000,71,-0.0774892,1.96347,-4.37043e-06,1.05512e-05,1.03415e-10,40,39,TAK,6.559e-07,-2.69727e-06,6.36652e-12,40,39,TAK,-1.02763e-06,2.6322e-05,6.67911e-10,40,39,39,TAK
0.250000,72,-0.982494,1.83786,-1.55718,0.857196,0.452099,39,38,NIE,nan,nan,nan,39,38,NIE,-1.07054,0.535294,0.877362,39,38,38,NIE
0.250000,73,0.660297,-0.477733,5.38588e-06,-1.30027e-05,1.57054e-10,31,30,TAK,-2.53642e-06,4.5365e-06,2.19402e-11,31,30,TAK,1.07052,-0.535285,0.877362,31,30,30,NIE
0.250000,74,-0.511292,0.134329,-3.8833e-06,9.37512e-06,8.16465e-11,32,31,TAK,6.06429e-07,-2.36827e-06,4.90805e-12,32,31,TAK,1.15412e-05,-2.20194e-05,4.97123e-10,32,31,31,TAK
0.250000,75,1.76826,-1.09466,1.55673,-0.76122,0.446778,32,31,NIE,nan,nan,nan,32,31,NIE,1.74756,-0.873806,0.298638,32,31,31,NIE
0.250000,76,-1.34854,1.62853,-1.42174,0.863673,0.647061,38,37,NIE,-nan,-nan,-nan,38,37,NIE,-1.07055,0.535297,0.877362,38,37,37,NIE
0.250000,77,1.6355,-1.07476,1.79749,-0.779899,0.328638,33,32,NIE,-nan,-nan,-nan,33,32,NIE,1.74755,-0.873798,0.298638,33,32,32,NIE
0.250000,78,0.887664,0.14859,4.45538e-06,-1.07562e-05,1.07475e-10,36,35,TAK,-2.05239e-06,2.90049e-06,1.08845e-11,36,35,TAK,1.07054,-0.535243,0.877362,36,35,35,NIE
0.250000,79,0.440362,0.00228565,5.77534e-06,-1.39429e-05,1.80589e-10,33,32,TAK,1.39734e-06,-2.30125e-06,5.98524e-12,33,32,TAK,2.47683e-05,9.96315e-06,1.57298e-09,33,32,32,TAK
0.250000,80,-0.673766,1.83432,-4.14672e-06,1.00111e-05,9.30988e-11,39,38,TAK,-1.62262e-06,2.36728e-06,7.02861e-12,39,38,TAK,-1.07054,0.535296,0.877362,39,38,38,NIE
0.250000,81,-1.31643,0.756456,-1.5045,0.855269,0.524941,34,33,NIE,-nan,-nan,-nan,34,33,NIE,-1.07056,0.535287,0.877362,34,33,33,NIE
0.250000,82,1.46076,1.61392,5.45723e-06,-1.31749e-05,1.61243e-10,41,40,TAK,nan,nan,nan,41,40,NIE,1.07054,-0.535247,0.877362,41,40,40,NIE
0.250000,83,0.147794,-1.61859,5.82105e-06,-1.40533e-05,1.83459e-10,39,38,TAK,6.6254e-07,-4.09942e-06,1.49671e-11,39,38,TAK,2.53664e-06,-2.88849e-05,7.73937e-10,39,38,38,TAK
0.250000,84,1.09398,-0.734818,1.50444,-0.861655,0.526376,32,31,NIE,-nan,-nan,-nan,32,31,NIE,1.07055,-0.535298,0.877362,32,31,31,NIE
0.250000,85,0.557483,0.747538,-3.52567e-06,8.51172e-06,6.73006e-11,57,56,TAK,-4.54968e-07,2.06286e-06,3.73084e-12,57,56,TAK,-1.74758,0.873789,0.298638,57,56,56,NIE
0.250000,86,-0.807809,-1.52001,4.61341e-06,-1.11378e-05,1.15234e-10,40,39,TAK,-2.05128e-07,-2.64562e-06,7.62614e-12,40,39,TAK,-1.07054,0.535244,0.877362,40,39,39,NIE
0.250000,87,0.711007,0.209697,4.92377e-06,-1.1887e-05,1.3126e-10,36,35,TAK,-7.15519e-07,3.52967e-06,1.09569e-11,36,35,TAK,1.07053,-0.535243,0.877362,36,35,35,NIE
0.250000,88,-1.68215,-0.628696,-1.53496,0.755997,0.474411,39,38,NIE,-nan,-nan,-nan,39,38,NIE,-1.74755,0.873749,0.298638,39,38,38,NIE
0.250000,89,1.73196,-0.193438,1.83752,-0.837538,0.360446,36,35,NIE,-nan,-nan,-nan,36,35,NIE,1.74755,-0.873747,0.298638,36,35,35,NIE
0.250000,90,1.50563,1.50022,1.36976,-0.88139,0.726553,40,39,NIE,-nan,-nan,-nan,40,39,NIE,1.74756,-0.873752,0.298638,40,39,39,NIE
0.250000,91,0.711901,-1.84291,4.82009e-06,-1.16367e-05,1.2579e-10,39,38,TAK,-1.4898e-06,3.13386e-06,9.59127e-12,39,38,TAK,1.07054,-0.535296,0.877362,39,38,38,NIE
0.250000,92,1.12875,0.347402,5.41376e-06,-1.307e-05,1.58684e-10,37,36,TAK,-nan,-nan,-nan,37,36,NIE,1.07054,-0.535243,0.877362,37,36,36,NIE
0.250000,93,-0.917663,0.0164092,-3.86943e-06,9.34163e-06,8.10642e-11,35,34,TAK,-1.16352e-06,2.10363e-06,4.6852e-12,35,34,TAK,-1.07053,0.535242,0.877362,35,34,34,NIE
0.250000,94,-1.50401,1.5227,-4.52244e-06,1.09181e-05,1.10734e-10,40,39,TAK,-nan,-nan,-nan,40,39,NIE,-1.74757,0.873794,0.298638,40,39,39,NIE
0.250000,95,-1.98131,-0.177773,-3.72603e-06,8.99543e-06,7.5167e-11,38,37,TAK,2.21756e-06,-3.26464e-06,1.32535e-11,38,37,TAK,-1.74756,0.873754,0.298638,38,37,37,NIE
0.250000,96,1.35702,-1.29773,1.3241,-0.873277,0.783438,37,36,NIE,-nan,-nan,-nan,37,36,NIE,1.07055,-0.535295,0.877362,37,36,36,NIE
0.250000,97,-1.42132,0.817777,-1.69937,0.775325,0.31656,33,32,NIE,nan,nan,nan,33,32,NIE,-1.07056,0.535291,0.877362,33,32,32,NIE
0.250000,98,-1.68381,0.726476,-1.6668,0.763399,0.336303,31,30,NIE,-nan,-nan,-nan,31,30,NIE,-1.74754,0.873751,0.298638,31,30,30,NIE
0.250000,99,1.19919,1.41017,5.48689e-06,-1.32465e-05,1.63e-10,40,39,TAK,-7.55746e-07,3.08042e-06,8.30329e-12,40,39,TAK,1.07054,-0.535245,0.877362,40,39,39,NIE
0.250000,100,1.99166,-0.24333,5.13113e-06,-1.23876e-05,1.42548e-10,37,36,TAK,-1.37885e-06,6.13494e-06,3.29807e-11,37,36,TAK,1.74757,-0.87376,0.298638,37,36,36,NIE
