Dlugosc_kroku,Lp,x1_0,x2_0,SD_x1_end,SD_x2_end,SD_y,SD_f_calls,SD_g_calls,SD_Globalne,CG_x1_end,CG_x2_end,CG_y,CG_f_calls,CG_g_calls,CG_Globalne,Newton_x1_end,Newton_x2_end,Newton_y,Newton_f_calls,Newton_g_calls,Newton_H_calls,Newton_Globalne
0.050000,1,-1.04297,0.623199,-4.32011e-09,1.04297e-08,1.01048e-16,240,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,302,0,0,NIE
0.050000,2,0.0936777,0.101293,-4.30864e-09,1.0402e-08,1.00512e-16,188,0,TAK,-1.90632e-10,1.50216e-09,2.0428e-18,56,0,TAK,1.27512e-08,1.40192e-08,7.00483e-16,309,0,0,TAK
0.050000,3,1.78958,1.63064,1.74755,-0.873776,0.298638,196,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.74755,-0.873776,0.298638,366,0,0,NIE
0.050000,4,-1.77045,-0.734541,-1.74755,0.873776,0.298638,191,0,NIE,-1.74755,0.873776,0.298638,58,0,NIE,-1.74755,0.873776,0.298638,357,0,0,NIE
0.050000,5,-1.78415,-1.27971,-1.74755,0.873776,0.298638,194,0,NIE,-1.74755,0.873776,0.298638,59,0,NIE,-1.74755,0.873776,0.298638,363,0,0,NIE
0.050000,6,0.135939,0.220513,-4.20097e-09,1.0142e-08,9.55509e-17,200,0,TAK,-5.79795e-10,2.27713e-09,4.53738e-18,57,0,TAK,9.37859e-09,1.56997e-08,5.69639e-16,322,0,0,TAK
0.050000,7,-0.841443,0.206807,-4.35245e-09,1.05077e-08,1.02566e-16,219,0,TAK,8.04913e-10,-2.92935e-09,7.519e-18,79,0,TAK,-1.07054,0.535271,0.877362,329,0,0,NIE
0.050000,8,0.452329,0.978465,-4.15452e-09,1.00299e-08,9.34497e-17,219,0,TAK,-1.21882e-09,1.64382e-09,3.66965e-18,62,0,TAK,5.63857e-09,1.74292e-08,4.65638e-16,350,0,0,TAK
0.050000,9,-1.007,0.335506,-4.18027e-09,1.00921e-08,9.46116e-17,228,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,318,0,0,NIE
0.050000,10,-0.794771,-0.505864,4.18636e-09,-1.01068e-08,9.48873e-17,185,0,TAK,-1.15002e-09,1.46797e-09,3.11184e-18,59,0,TAK,-1.07054,0.535271,0.877362,349,0,0,NIE
0.050000,11,-0.376869,1.36671,-4.40698e-09,1.06394e-08,1.05152e-16,227,0,TAK,-4.76583e-10,1.91811e-09,3.21926e-18,64,0,TAK,-4.23293e-09,1.82481e-08,2.91585e-16,354,0,0,TAK
0.050000,12,-0.433347,1.51321,-4.23288e-09,1.02191e-08,9.70078e-17,229,0,TAK,-3.92941e-10,2.05473e-09,3.72335e-18,64,0,TAK,-4.08614e-09,1.80632e-08,2.85864e-16,356,0,0,TAK
0.050000,13,-1.22867,0.038558,-1.74755,0.873776,0.298638,189,0,NIE,nan,nan,nan,10000,0,NIE,-1.07054,0.535271,0.877362,335,0,0,NIE
0.050000,14,-1.03898,1.84927,-1.74755,0.873776,0.298638,182,0,NIE,-1.74755,0.873776,0.298638,54,0,NIE,-1.07054,0.535271,0.877362,353,0,0,NIE
0.050000,15,-0.216323,-0.152939,4.24718e-09,-1.02536e-08,9.76644e-17,188,0,TAK,3.59725e-10,-2.12078e-09,3.99363e-18,56,0,TAK,-1.43705e-08,-1.12685e-08,7.01937e-16,322,0,0,TAK
0.050000,16,1.4175,0.740712,1.74755,-0.873776,0.298638,193,0,NIE,1.74755,-0.873776,0.298638,57,0,NIE,1.07054,-0.535271,0.877362,354,0,0,NIE
0.050000,17,-1.52974,-0.488826,-1.74755,0.873776,0.298638,190,0,NIE,-1.74755,0.873776,0.298638,58,0,NIE,-1.74755,0.873776,0.298638,353,0,0,NIE
0.050000,18,-1.15799,-1.74016,4.43793e-09,-1.07141e-08,1.06634e-16,219,0,TAK,-1.55378e-10,1.58246e-09,2.30659e-18,57,0,TAK,-1.07054,0.535271,0.877362,364,0,0,NIE
0.050000,19,-0.858181,-0.928448,4.4035e-09,-1.0631e-08,1.04986e-16,211,0,TAK,3.45923e-10,-1.73196e-09,2.63988e-18,60,0,TAK,-1.07054,0.535271,0.877362,356,0,0,NIE
0.050000,20,-0.474701,-0.642331,4.41708e-09,-1.06638e-08,1.05635e-16,211,0,TAK,1.14867e-09,-2.33952e-09,5.4249e-18,60,0,TAK,-8.15736e-09,-1.70951e-08,5.64778e-16,343,0,0,TAK
0.050000,21,-0.208159,1.66124,-4.22614e-09,1.02028e-08,9.66994e-17,229,0,TAK,-5.77505e-10,2.06081e-09,3.72382e-18,64,0,TAK,-2.19205e-09,1.84604e-08,3.09931e-16,358,0,0,TAK
0.050000,22,1.57818,0.950398,1.74755,-0.873776,0.298638,193,0,NIE,1.74755,-0.873776,0.298638,58,0,NIE,1.74755,-0.873776,0.298638,359,0,0,NIE
0.050000,23,-0.131955,0.0305109,-4.25634e-09,1.02757e-08,9.80864e-17,192,0,TAK,-9.85066e-10,1.37508e-09,2.47701e-18,56,0,TAK,-1.77592e-08,3.99653e-09,5.75773e-16,309,0,0,TAK
0.050000,24,-0.0711374,0.861046,-4.40558e-09,1.0636e-08,1.05085e-16,220,0,TAK,-6.90969e-10,2.39394e-09,5.03169e-18,62,0,TAK,-1.5352e-09,1.86995e-08,3.25676e-16,345,0,0,TAK
0.050000,25,-1.63398,1.13409,-1.74755,0.873776,0.298638,172,0,NIE,-1.74755,0.873776,0.298638,54,0,NIE,-1.74755,0.873776,0.298638,324,0,0,NIE
0.050000,26,-1.64482,-0.0108519,-1.74755,0.873776,0.298638,185,0,NIE,-1.74755,0.873776,0.298638,57,0,NIE,-1.74755,0.873776,0.298638,345,0,0,NIE
0.050000,27,0.500796,-0.0781648,4.22991e-09,-1.02119e-08,9.68717e-17,208,0,TAK,8.99305e-10,-1.3893e-09,2.29825e-18,59,0,TAK,1.8483e-08,1.77679e-10,6.86558e-16,327,0,0,TAK
0.050000,28,-0.497637,1.27213,-4.39813e-09,1.0618e-08,1.0473e-16,227,0,TAK,-6.91016e-10,1.87342e-09,3.17015e-18,64,0,TAK,-5.13586e-09,1.80915e-08,2.87142e-16,352,0,0,TAK
0.050000,29,1.96039,0.463382,1.74755,-0.873776,0.298638,189,0,NIE,1.74755,-0.873776,0.298638,58,0,NIE,1.74755,-0.873776,0.298638,353,0,0,NIE
0.050000,30,1.1214,-0.25593,1.74755,-0.873776,0.298638,200,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,324,0,0,NIE
0.050000,31,-1.68956,0.538899,-1.74755,0.873776,0.298638,176,0,NIE,-1.74755,0.873776,0.298638,54,0,NIE,-1.74755,0.873776,0.298638,327,0,0,NIE
0.050000,32,-1.51522,-1.2193,-1.74755,0.873776,0.298638,195,0,NIE,-1.74755,0.873776,0.298638,52,0,NIE,-1.74755,0.873776,0.298638,362,0,0,NIE
0.050000,33,-1.94993,-0.673212,-1.74755,0.873776,0.298638,191,0,NIE,-1.74755,0.873776,0.298638,58,0,NIE,-1.74755,0.873776,0.298638,356,0,0,NIE
0.050000,34,-0.959457,-0.808108,4.29692e-09,-1.03737e-08,9.99655e-17,199,0,TAK,-1.20188e-09,1.51331e-09,3.36031e-18,60,0,TAK,-1.07054,0.535271,0.877362,354,0,0,NIE
0.050000,35,0.398341,0.565841,-4.38263e-09,1.05806e-08,1.03993e-16,210,0,TAK,-1.08847e-09,2.12099e-09,4.5595e-18,60,0,TAK,8.49535e-09,1.61553e-08,5.42581e-16,341,0,0,TAK
0.050000,36,0.549561,-1.80982,4.24629e-09,-1.02515e-08,9.76238e-17,232,0,TAK,1.2275e-09,-1.73625e-09,3.89681e-18,62,0,TAK,1.52388e-09,-1.87806e-08,3.28736e-16,357,0,0,TAK
0.050000,37,0.227079,0.127743,-4.2069e-09,1.01563e-08,9.58207e-17,180,0,TAK,-1.09941e-09,2.21673e-09,4.89421e-18,54,0,TAK,1.57766e-08,1.00623e-08,7.57804e-16,321,0,0,TAK
0.050000,38,1.14058,-1.90488,1.74755,-0.873776,0.298638,184,0,NIE,1.74755,-0.873776,0.298638,57,0,NIE,1.07054,-0.535271,0.877362,354,0,0,NIE
0.050000,39,-1.84175,-0.930558,-1.74755,0.873776,0.298638,192,0,NIE,-1.74755,0.873776,0.298638,58,0,NIE,-1.74755,0.873776,0.298638,360,0,0,NIE
0.050000,40,0.95617,-1.47573,1.74755,-0.873776,0.298638,176,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,347,0,0,NIE
0.050000,41,-1.79647,1.31135,-1.74755,0.873776,0.298638,178,0,NIE,-1.74755,0.873776,0.298638,55,0,NIE,-1.74755,0.873776,0.298638,332,0,0,NIE
0.050000,42,0.513419,0.70433,-4.10259e-09,9.90453e-09,9.1128e-17,213,0,TAK,-1.24173e-09,2.53571e-09,6.36494e-18,60,0,TAK,7.23591e-09,1.72587e-08,5.27463e-16,345,0,0,TAK
0.050000,43,-0.766812,-1.98422,4.43268e-09,-1.07014e-08,1.06382e-16,227,0,TAK,1.00287e-09,-1.43072e-09,2.62363e-18,64,0,TAK,-1.07054,0.535271,0.877362,366,0,0,NIE
0.050000,44,-0.0235421,-0.806419,4.26817e-09,-1.03043e-08,9.86321e-17,219,0,TAK,8.20298e-10,-1.84464e-09,3.23531e-18,62,0,TAK,-5.37934e-10,-1.844e-08,3.50533e-16,344,0,0,TAK
0.050000,45,0.479164,-0.902139,4.1288e-09,-9.96782e-09,9.22962e-17,224,0,TAK,1.06513e-09,-1.98792e-09,4.10344e-18,63,0,TAK,7.00062e-09,-1.71734e-08,2.72719e-16,346,0,0,TAK
0.050000,46,0.937652,0.789607,-4.34145e-09,1.04812e-08,1.02048e-16,200,0,TAK,1.09867e-09,-1.40242e-09,2.84014e-18,60,0,TAK,1.07054,-0.535271,0.877362,354,0,0,NIE
0.050000,47,1.63676,1.42243,1.74755,-0.873776,0.298638,195,0,NIE,1.74755,-0.873776,0.298638,58,0,NIE,1.74755,-0.873776,0.298638,364,0,0,NIE
0.050000,48,1.57031,1.68683,1.74755,-0.873776,0.298638,197,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.74755,-0.873776,0.298638,366,0,0,NIE
0.050000,49,-1.25078,-1.38915,-4.409e-09,1.06443e-08,1.05248e-16,167,0,TAK,-6.26899e-10,2.26255e-09,4.48675e-18,81,0,TAK,-1.07054,0.535271,0.877362,361,0,0,NIE
0.050000,50,-1.12128,1.14756,-1.74755,0.873776,0.298638,154,0,NIE,nan,nan,nan,10000,0,NIE,-1.07054,0.535271,0.877362,339,0,0,NIE
0.050000,51,1.17669,1.42829,-4.30702e-09,1.03981e-08,1.00436e-16,210,0,TAK,-9.01488e-10,2.92934e-09,7.56563e-18,60,0,TAK,1.07054,-0.535271,0.877362,361,0,0,NIE
0.050000,52,1.33774,-0.596227,1.74755,-0.873776,0.298638,177,0,NIE,1.74755,-0.873776,0.298638,62,0,NIE,1.07054,-0.535271,0.877362,321,0,0,NIE
0.050000,53,-0.443971,0.478324,-4.38422e-09,1.05844e-08,1.04069e-16,217,0,TAK,-6.32803e-10,1.99731e-09,3.52621e-18,61,0,TAK,-1.14962e-08,1.45834e-08,3.09347e-16,336,0,0,TAK
0.050000,54,-0.501102,-0.285717,4.21114e-09,-1.01666e-08,9.60138e-17,186,0,TAK,1.09216e-09,-1.73817e-09,3.5085e-18,55,0,TAK,-1.22596e-08,-1.33268e-08,6.41578e-16,335,0,0,TAK
0.050000,55,1.54777,-1.54493,1.74755,-0.873776,0.298638,182,0,NIE,1.74755,-0.873776,0.298638,57,0,NIE,1.74755,-0.873776,0.298638,342,0,0,NIE
0.050000,56,0.238554,1.7513,-4.24539e-09,1.02493e-08,9.75824e-17,228,0,TAK,-8.21991e-10,1.36371e-09,2.09009e-18,64,0,TAK,2.3429e-09,1.8645e-08,4.02298e-16,359,0,0,TAK
0.050000,57,1.76642,-1.24803,1.74755,-0.873776,0.298638,176,0,NIE,1.74755,-0.873776,0.298638,55,0,NIE,1.74755,-0.873776,0.298638,329,0,0,NIE
0.050000,58,0.45563,-1.00039,4.44029e-09,-1.07198e-08,1.06748e-16,224,0,TAK,1.17146e-09,-2.19301e-09,4.9849e-18,63,0,TAK,6.26023e-09,-1.75192e-08,2.75628e-16,348,0,0,TAK
0.050000,59,-1.23225,-1.56791,4.14277e-09,-1.00015e-08,9.29215e-17,210,0,TAK,9.71976e-10,-1.96067e-09,3.82799e-18,61,0,TAK,-1.07054,0.535271,0.877362,363,0,0,NIE
0.050000,60,0.19319,1.24692,-4.14307e-09,1.00022e-08,9.29349e-17,224,0,TAK,-9.21547e-10,1.60294e-09,2.79072e-18,63,0,TAK,2.65052e-09,1.80368e-08,3.87183e-16,353,0,0,TAK
0.050000,61,-0.470052,-0.869158,4.14725e-09,-1.00123e-08,9.31228e-17,217,0,TAK,1.08336e-09,-1.47804e-09,2.9307e-18,62,0,TAK,-6.30298e-09,-1.74137e-08,4.9245e-16,348,0,0,TAK
0.050000,62,0.0365256,-0.833292,4.19156e-09,-1.01193e-08,9.51232e-17,220,0,TAK,7.42879e-10,-2.18649e-09,4.2602e-18,62,0,TAK,7.92075e-10,-1.81009e-08,3.14561e-16,345,0,0,TAK
0.050000,63,-1.44672,-0.393164,-1.74755,0.873776,0.298638,190,0,NIE,-1.74755,0.873776,0.298638,57,0,NIE,-1.07054,0.535271,0.877362,348,0,0,NIE
0.050000,64,-1.14646,-0.697501,-4.42541e-09,1.06839e-08,1.06033e-16,215,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,352,0,0,NIE
0.050000,65,0.217689,-0.267735,4.40961e-09,-1.06457e-08,1.05277e-16,209,0,TAK,9.05552e-10,-2.45283e-09,5.43527e-18,59,0,TAK,1.11809e-08,-1.42799e-08,2.94278e-16,327,0,0,TAK
0.050000,66,-1.54994,-0.605617,-1.74755,0.873776,0.298638,191,0,NIE,-1.74755,0.873776,0.298638,58,0,NIE,-1.74755,0.873776,0.298638,355,0,0,NIE
0.050000,67,-0.839449,1.78781,-4.17125e-09,1.00703e-08,9.42035e-17,245,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,353,0,0,NIE
0.050000,68,0.798156,0.716579,-4.16681e-09,1.00596e-08,9.40031e-17,206,0,TAK,-4.39803e-10,2.33794e-09,4.82458e-18,58,0,TAK,1.07054,-0.535271,0.877362,352,0,0,NIE
0.050000,69,0.266131,-1.70295,4.4239e-09,-1.06802e-08,1.05961e-16,229,0,TAK,5.77287e-10,-2.11364e-09,3.91382e-18,64,0,TAK,2.56411e-09,-1.7913e-08,2.88095e-16,359,0,0,TAK
0.050000,70,-1.56914,-0.186103,-1.74755,0.873776,0.298638,187,0,NIE,-1.74755,0.873776,0.298638,57,0,NIE,-1.74755,0.873776,0.298638,349,0,0,NIE
0.050000,71,-1.24788,0.669415,-1.74755,0.873776,0.298638,177,0,NIE,nan,nan,nan,10000,0,NIE,-1.07054,0.535271,0.877362,319,0,0,NIE
0.050000,72,-0.434803,-1.48146,4.2198e-09,-1.01875e-08,9.64095e-17,225,0,TAK,1.16138e-09,-1.63739e-09,3.47703e-18,63,0,TAK,-3.8867e-09,-1.79983e-08,4.24105e-16,357,0,0,TAK
0.050000,73,1.42139,-1.97917,1.74755,-0.873776,0.298638,187,0,NIE,1.74755,-0.873776,0.298638,56,0,NIE,1.07054,-0.535271,0.877362,355,0,0,NIE
0.050000,74,-0.481849,-1.81086,4.44196e-09,-1.07238e-08,1.06828e-16,227,0,TAK,8.94959e-10,-1.3228e-09,2.16785e-18,64,0,TAK,-3.24448e-09,-1.79946e-08,4.03242e-16,361,0,0,TAK
0.050000,75,-1.54708,1.71134,-1.74755,0.873776,0.298638,184,0,NIE,-1.74755,0.873776,0.298638,57,0,NIE,-1.74755,0.873776,0.298638,346,0,0,NIE
0.050000,76,1.43606,-0.0171364,1.74755,-0.873776,0.298638,186,0,NIE,1.74755,-0.873776,0.298638,56,0,NIE,1.07054,-0.535271,0.877362,339,0,0,NIE
0.050000,77,-1.15782,-0.527413,-4.37248e-09,1.05561e-08,1.03512e-16,222,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,349,0,0,NIE
0.050000,78,1.14957,-0.604541,1.74755,-0.873776,0.298638,183,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,304,0,0,NIE
0.050000,79,1.07942,-1.99689,1.74755,-0.873776,0.298638,185,0,NIE,1.74755,-0.873776,0.298638,56,0,NIE,1.07054,-0.535271,0.877362,356,0,0,NIE
0.050000,80,0.697958,-0.702888,4.137e-09,-9.9876e-09,9.26631e-17,224,0,TAK,3.35683e-10,-1.70382e-09,2.55641e-18,62,0,TAK,1.07054,-0.535271,0.877362,327,0,0,NIE
0.050000,81,-0.264622,1.14802,-4.19361e-09,1.01243e-08,9.52166e-17,225,0,TAK,-4.7115e-10,1.64738e-09,2.38166e-18,64,0,TAK,-3.84735e-09,1.81429e-08,2.88968e-16,351,0,0,TAK
0.050000,82,0.691494,0.895928,-4.40522e-09,1.06351e-08,1.05068e-16,214,0,TAK,-1.11943e-09,2.06637e-09,4.46298e-18,61,0,TAK,1.07054,-0.535271,0.877362,355,0,0,NIE
0.050000,83,0.935826,-0.51035,4.19609e-09,-1.01303e-08,9.5329e-17,227,0,TAK,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,308,0,0,NIE
0.050000,84,-0.387493,-0.798043,4.30405e-09,-1.03909e-08,1.00297e-16,216,0,TAK,1.00914e-09,-1.36081e-09,2.51528e-18,62,0,TAK,-6.47948e-09,-1.72277e-08,4.92387e-16,346,0,0,TAK
0.050000,85,-0.213296,0.0433693,-4.40393e-09,1.0632e-08,1.05006e-16,197,0,TAK,-1.00837e-09,1.56873e-09,2.91266e-18,57,0,TAK,-1.83442e-08,3.39227e-09,6.223e-16,317,0,0,TAK
0.050000,86,1.01585,0.538826,4.14158e-09,-9.99865e-09,9.28682e-17,207,0,TAK,1.17482e-09,-1.33141e-09,2.9689e-18,65,0,TAK,1.07054,-0.535271,0.877362,350,0,0,NIE
0.050000,87,-1.28722,-1.41895,-4.30566e-09,1.03948e-08,1.00372e-16,203,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,361,0,0,NIE
0.050000,88,1.05737,-1.86583,1.74755,-0.873776,0.298638,183,0,NIE,1.74755,-0.873776,0.298638,53,0,NIE,1.07054,-0.535271,0.877362,354,0,0,NIE
0.050000,89,-1.39812,-1.42448,-4.14921e-09,1.00171e-08,9.32109e-17,238,0,TAK,nan,nan,nan,10000,0,NIE,-1.07054,0.535271,0.877362,362,0,0,NIE
0.050000,90,-1.67668,-0.945205,-1.74755,0.873776,0.298638,193,0,NIE,-1.74755,0.873776,0.298638,58,0,NIE,-1.74755,0.873776,0.298638,360,0,0,NIE
0.050000,91,-1.71314,1.75938,-1.74755,0.873776,0.298638,185,0,NIE,-1.74755,0.873776,0.298638,57,0,NIE,-1.74755,0.873776,0.298638,346,0,0,NIE
0.050000,92,1.03766,-0.870958,1.74755,-0.873776,0.298638,189,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,327,0,0,NIE
0.050000,93,-0.768035,0.18723,-4.26094e-09,1.02868e-08,9.82984e-17,217,0,TAK,-1.16725e-09,1.80133e-09,3.86716e-18,63,0,TAK,-1.07054,0.535271,0.877362,330,0,0,NIE
0.050000,94,0.524501,-1.68861,4.21509e-09,-1.01761e-08,9.61944e-17,231,0,TAK,9.6824e-10,-2.20819e-09,4.61302e-18,63,0,TAK,3.5936e-09,-1.77026e-08,2.75595e-16,358,0,0,TAK
0.050000,95,0.190342,-0.777541,4.25727e-09,-1.0278e-08,9.81293e-17,220,0,TAK,6.44372e-10,-2.29797e-09,4.63035e-18,62,0,TAK,4.14959e-09,-1.76781e-08,2.73596e-16,344,0,0,TAK
0.050000,96,-0.3915,1.92572,-4.12533e-09,9.95943e-09,9.2141e-17,232,0,TAK,-1.18526e-09,1.96629e-09,4.34542e-18,63,0,TAK,-3.01838e-09,1.80492e-08,2.89516e-16,361,0,0,TAK
0.050000,97,-1.62952,-1.70001,-1.74755,0.873776,0.298638,197,0,NIE,-nan,-nan,-nan,10000,0,NIE,-1.74755,0.873776,0.298638,366,0,0,NIE
0.050000,98,0.821648,1.30631,-4.22526e-09,1.02007e-08,9.66589e-17,220,0,TAK,-1.35173e-09,2.01221e-09,4.98338e-18,62,0,TAK,1.07054,-0.535271,0.877362,360,0,0,NIE
0.050000,99,-0.210356,-1.56584,4.11575e-09,-9.93629e-09,9.17134e-17,227,0,TAK,1.15109e-09,-1.79701e-09,3.81074e-18,63,0,TAK,-2.32888e-09,-1.84504e-08,3.94235e-16,357,0,0,TAK
0.050000,100,-1.49174,1.57635,-1.74755,0.873776,0.298638,182,0,NIE,-1.74755,0.873776,0.298638,56,0,NIE,-1.74755,0.873776,0.298638,345,0,0,NIE
0.250000,1,0.477525,1.52412,-4.67192e-10,1.1279e-09,1.18175e-18,42,0,TAK,-1.57662e-10,2.74115e-10,8.16361e-20,24,0,TAK,2.23456e-10,2.26277e-09,5.72564e-18,72,0,0,TAK
0.250000,2,0.115174,1.19031,-4.28219e-10,1.03381e-09,9.92813e-19,42,0,TAK,-1.23807e-10,2.26574e-10,5.39408e-20,24,0,TAK,2.69099e-10,2.85362e-09,9.05591e-18,70,0,0,TAK
0.250000,3,-1.89483,-0.827458,-5.49988e-10,1.32779e-09,1.63773e-18,42,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.74755,0.873776,0.298638,72,0,0,NIE
0.250000,4,1.32448,-1.29295,1.7635,-0.821119,0.303839,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,69,0,0,NIE
0.250000,5,-0.251939,1.6478,-4.20218e-10,1.0145e-09,9.56058e-19,43,0,TAK,-2.50805e-10,3.41114e-10,1.56612e-19,23,0,TAK,-3.99468e-10,2.93283e-09,7.74905e-18,71,0,0,TAK
0.250000,6,-0.238156,0.0349208,-3.89849e-10,9.41179e-10,8.22865e-19,38,0,TAK,-9.96525e-11,2.78569e-10,6.97019e-20,22,0,TAK,-2.86949e-09,3.02473e-10,1.56915e-17,64,0,0,TAK
0.250000,7,1.40718,-1.2005,1.26195,-0.88202,0.860141,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,68,0,0,NIE
0.250000,8,1.16396,-1.36086,1.52127,-0.760263,0.492148,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,69,0,0,NIE
0.250000,9,0.986732,-0.311535,5.42127e-10,-1.30881e-09,1.59125e-18,43,0,TAK,nan,nan,nan,10000,0,NIE,1.07054,-0.535271,0.877362,65,0,0,NIE
0.250000,10,-1.04947,-0.822926,-3.66045e-10,8.8371e-10,7.25443e-19,41,0,TAK,-5.18984e-11,2.08373e-10,3.7992e-20,25,0,TAK,-1.07054,0.535271,0.877362,71,0,0,NIE
0.250000,11,0.910924,0.559028,3.92726e-10,-9.48125e-10,8.35056e-19,40,0,TAK,1.12259e-10,-5.1743e-10,2.34852e-19,24,0,TAK,1.07054,-0.535271,0.877362,70,0,0,NIE
0.250000,12,-0.897206,1.2814,-5.05732e-10,1.22095e-09,1.38477e-18,45,0,TAK,-nan,-nan,-nan,10000,0,NIE,-1.07054,0.535271,0.877362,69,0,0,NIE
0.250000,13,0.859022,1.92444,-4.3672e-10,1.05433e-09,1.03262e-18,42,0,TAK,-1.95941e-10,2.16953e-10,8.13443e-20,23,0,TAK,1.07054,-0.535271,0.877362,73,0,0,NIE
0.250000,14,0.587708,-1.35133,4.38289e-10,-1.05812e-09,1.04006e-18,43,0,TAK,1.84549e-10,-3.22259e-10,1.12495e-19,23,0,TAK,1.74755,-0.873776,0.298638,70,0,0,NIE
0.250000,15,-1.6414,1.09597,-1.6441,0.857108,0.351393,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,-1.74755,0.873776,0.298638,65,0,0,NIE
0.250000,16,-1.77499,0.836123,-1.83777,0.798091,0.36877,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,-1.74755,0.873776,0.298638,59,0,0,NIE
0.250000,17,0.620088,0.340189,5.69273e-10,-1.37435e-09,1.75459e-18,36,0,TAK,2.4571e-11,-3.3122e-10,1.02776e-19,23,0,TAK,1.07054,-0.535271,0.877362,68,0,0,NIE
0.250000,18,0.0264327,0.725258,-4.33329e-10,1.04615e-09,1.01665e-18,41,0,TAK,-1.71324e-10,3.625e-10,1.28005e-19,23,0,TAK,8.42853e-11,2.31563e-09,5.57151e-18,69,0,0,TAK
0.250000,19,1.51273,-0.649085,1.45379,-0.866643,0.601385,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.74755,-0.873776,0.298638,66,0,0,NIE
0.250000,20,1.43231,-0.739208,1.86553,-0.768738,0.425122,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,64,0,0,NIE
0.250000,21,-1.00129,-0.805849,-4.02886e-10,9.72652e-10,8.78818e-19,40,0,TAK,-1.37039e-10,2.18331e-10,5.5308e-20,25,0,TAK,-1.07054,0.535271,0.877362,71,0,0,NIE
0.250000,22,1.29571,-1.59411,1.85406,-0.79425,0.39586,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,70,0,0,NIE
0.250000,23,-0.00634704,0.459676,-4.60901e-10,1.11271e-09,1.15014e-18,40,0,TAK,-1.03402e-10,2.21973e-10,4.77033e-20,23,0,TAK,-3.60232e-11,2.60913e-09,6.71615e-18,67,0,0,TAK
0.250000,24,-0.954969,-1.01962,4.44184e-10,-1.07235e-09,1.06822e-18,34,0,TAK,-1.99717e-10,2.5455e-10,9.37315e-20,25,0,TAK,-1.07054,0.535271,0.877362,71,0,0,NIE
0.250000,25,-1.85186,-0.00444055,-1.86801,0.789149,0.423852,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,-1.74755,0.873776,0.298638,69,0,0,NIE
0.250000,26,0.157459,1.05906,-3.68471e-10,8.89568e-10,7.35093e-19,42,0,TAK,-1.07642e-10,2.10264e-10,4.47511e-20,24,0,TAK,3.59926e-10,2.54456e-09,7.64975e-18,70,0,0,TAK
0.250000,27,-1.44541,1.26025,-1.53956,0.846209,0.474174,10000,0,NIE,-3.02337e-10,5.13168e-10,2.91007e-19,30,0,TAK,-1.07054,0.535271,0.877362,68,0,0,NIE
0.250000,28,0.340468,1.41361,-4.69321e-10,1.13304e-09,1.19255e-18,42,0,TAK,-1.50401e-10,2.725e-10,7.85131e-20,24,0,TAK,4.7674e-10,2.6061e-09,8.48873e-18,71,0,0,TAK
0.250000,29,1.1847,-1.07182,1.58178,-0.764566,0.4166,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,1.07054,-0.535271,0.877362,68,0,0,NIE
0.250000,30,-1.93772,1.54329,-1.86585,0.795135,0.417785,10000,0,NIE,-nan,-nan,-nan,10000,0,NIE,-1.74755,0.873776,0.298638,69,0,0,NIE
0.250000,31,-1.97585,-1.71271,4.96521e-10,-1.19871e-09,1.33478e-18,40,0,TAK,2.73669e-10,-4.13622e-10,2.07677e-19,23,0,TAK,-1.74755,0.873776,0.298638,73,0,0,NIE
0.250000,32,0.379417,0.644235,-4.47323e-10,1.07993e-09,1.08337e-18,40,0,TAK,-1.3464e-10,3.01741e-10,8.66772e-20,23,0,TAK,8.68248e-10,2.22845e-09,8.40857e-18,69,0,0,TAK
