Metoda,Parametr_a,Iteracja,x0_start,x1_start,x0_end,x1_end,y_end,f_calls,r
Zewnetrzna,5,77,0.197151,-3.44549,1.83716,4.10068,-0.217234,355,4.49341
Zewnetrzna,5,78,-1.47609,-3.50034,1.55533,4.21565,-0.217234,694,4.49341
Zewnetrzna,5,79,1.29508,1.07687,3.80596,2.3886,-0.217234,530,4.49341
Zewnetrzna,5,80,-1.32673,2.71894,2.66002,3.62147,-0.217234,460,4.49341
Zewnetrzna,5,81,0.98986,0.436308,3.72876,2.5074,-0.217234,355,4.49341
Zewnetrzna,5,82,-4.15087,4.36848,3.99602,2.05488,-0.217234,395,4.49341
Zewnetrzna,5,83,2.95212,-3.06627,3.73863,2.49267,-0.217234,645,4.49341
Zewnetrzna,5,84,-1.55812,-0.450779,3.96831,2.1079,-0.217234,455,4.49341
Zewnetrzna,5,85,3.11525,0.285317,4.25269,1.45097,-0.217234,315,4.49341
Zewnetrzna,5,86,3.92609,-3.30759,4.05057,1.94516,-0.217234,490,4.49341
Zewnetrzna,5,87,3.27956,4.15888,4.06033,1.9247,-0.217234,450,4.49341
Zewnetrzna,5,88,3.71714,2.24596,3.62885,2.64994,-0.217234,460,4.49341
Zewnetrzna,5,89,-2.91145,-2.23726,3.6044,2.68309,-0.217234,485,4.49341
Zewnetrzna,5,90,-3.22942,-2.85376,3.13603,3.21808,-0.217234,585,4.49341
Zewnetrzna,5,91,3.46141,1.19298,4.14064,1.74524,-0.217234,440,4.49341
Zewnetrzna,5,92,-4.55509,-1.34144,4.19552,1.60882,-0.217234,485,4.49341
Zewnetrzna,5,93,2.74749,-1.03118,3.82068,2.36498,-0.217234,605,4.49341
Zewnetrzna,5,94,0.158218,-0.957428,1.71669,4.15255,-0.217234,790,4.49341
